model,context,layer,target_id,target_text,rank1_target,rank1_wrong,rank1_random,top3,top5,top10,rank,margin,rel_margin,win_window_deg,entry_deg,no_worse_frac,voronoi_break,bias_break,nn5_angle
google/gemma-3-1b-it,The theory of relativity,0,322,T,False,False,False,False,False,False,2265.0,-0.03321683406829834,-0.199666827917099,0.0,,1.0,True,False,0.02001485973596573
google/gemma-3-1b-it,The theory of relativity,0,605,us,True,False,False,True,True,True,1.0,0.19874271750450134,0.5104848146438599,12.707253456115723,4.292746543884277,1.0,False,False,1.035750389099121
google/gemma-3-1b-it,The theory of relativity,0,806,ous,True,False,False,True,True,True,1.0,0.14894986152648926,0.43028905987739563,9.58198356628418,7.418015956878662,1.0,False,False,1.098085880279541
google/gemma-3-1b-it,The theory of relativity,0,850, app,True,False,False,True,True,True,1.0,0.02557280659675598,0.08896622061729431,6.625776290893555,10.374223709106445,1.0,False,False,0.7064650058746338
google/gemma-3-1b-it,The theory of relativity,0,1049,inal,True,False,False,True,True,True,1.0,0.11165645718574524,0.37906312942504883,7.224701881408691,9.775298118591309,1.0,False,False,1.0360304117202759
google/gemma-3-1b-it,The theory of relativity,0,1143,cept,True,False,False,True,True,True,1.0,0.08240023255348206,0.33167389035224915,4.893202781677246,12.106797218322754,1.0,False,False,1.108898639678955
google/gemma-3-1b-it,The theory of relativity,0,1176, said,True,False,False,True,True,True,1.0,0.10567477345466614,0.2788473069667816,11.909528732299805,5.0904717445373535,1.0,False,False,0.8564068078994751
google/gemma-3-1b-it,The theory of relativity,0,1240,riv,True,False,False,True,True,True,1.0,0.13415324687957764,0.437744140625,8.132665634155273,8.867334365844727,1.0,False,False,1.1061991453170776
google/gemma-3-1b-it,The theory of relativity,0,1276, Re,True,False,False,True,True,True,1.0,0.06737637519836426,0.18300938606262207,11.122089385986328,5.877910614013672,1.0,False,False,0.7937108874320984
google/gemma-3-1b-it,The theory of relativity,0,1382, aut,True,False,False,True,True,True,1.0,0.01775413751602173,0.06547796726226807,4.654378890991211,12.345621109008789,1.0,False,False,0.8209592700004578
google/gemma-3-1b-it,The theory of relativity,0,1417,wn,True,False,False,True,True,True,1.0,0.07749944925308228,0.2948199212551117,5.081462860107422,11.918537139892578,1.0,False,False,1.1650601625442505
google/gemma-3-1b-it,The theory of relativity,0,1428, equ,True,False,False,True,True,True,1.0,0.11285953223705292,0.38439372181892395,7.935622215270996,9.064377784729004,1.0,False,False,0.9852968454360962
google/gemma-3-1b-it,The theory of relativity,0,1844,uf,True,False,False,True,True,True,1.0,0.10206606984138489,0.35546639561653137,6.346155166625977,10.653844833374023,1.0,False,False,1.0858532190322876
google/gemma-3-1b-it,The theory of relativity,0,1911, var,True,False,False,True,True,True,1.0,0.07004863023757935,0.20892435312271118,9.660558700561523,7.339441299438477,1.0,False,False,0.8779529929161072
google/gemma-3-1b-it,The theory of relativity,0,1916,rc,True,False,False,True,True,True,1.0,0.14071151614189148,0.44621118903160095,8.582154273986816,8.417845726013184,1.0,False,False,1.072126030921936
google/gemma-3-1b-it,The theory of relativity,0,2048, prote,True,False,False,True,True,True,1.0,0.03851880133152008,0.16721585392951965,3.789581298828125,13.210418701171875,1.0,False,False,0.8134331107139587
google/gemma-3-1b-it,The theory of relativity,0,2124,++,True,False,False,True,True,True,1.0,0.04947851598262787,0.18990948796272278,4.840364456176758,12.159635543823242,1.0,False,False,0.8562881350517273
google/gemma-3-1b-it,The theory of relativity,0,2233, invest,True,False,False,True,True,True,1.0,0.026768937706947327,0.11006772518157959,4.326044082641602,12.673955917358398,1.0,False,False,0.758045494556427
google/gemma-3-1b-it,The theory of relativity,0,2247, put,True,False,False,True,True,True,1.0,0.030449479818344116,0.1018044650554657,6.611446380615234,10.388553619384766,1.0,True,False,0.687345027923584
google/gemma-3-1b-it,The theory of relativity,0,2423,ino,True,False,False,True,True,True,1.0,0.0944056510925293,0.3102193772792816,7.397335052490234,9.602664947509766,1.0,False,False,1.0329588651657104
google/gemma-3-1b-it,The theory of relativity,0,2582,EXT,True,False,False,True,True,True,1.0,0.01268671452999115,0.05775238201022148,1.9450197219848633,15.054980278015137,1.0,False,False,0.9319257736206055
google/gemma-3-1b-it,The theory of relativity,0,2669,ending,True,False,False,True,True,True,1.0,0.08822987973690033,0.2877512276172638,8.168421745300293,8.831578254699707,1.0,False,False,0.8952032327651978
google/gemma-3-1b-it,The theory of relativity,0,2802, access,True,False,False,True,True,True,1.0,0.012008905410766602,0.0455809012055397,5.343052864074707,11.656947135925293,1.0,False,False,0.6204931735992432
google/gemma-3-1b-it,The theory of relativity,0,3155, house,True,False,False,True,True,True,1.0,0.0036920011043548584,0.011303176172077656,1.3597278594970703,15.64027214050293,1.0,False,False,0.6639041304588318
google/gemma-3-1b-it,The theory of relativity,0,3210, thing,True,False,False,True,True,True,1.0,0.0854523628950119,0.2882375121116638,7.264931678771973,9.735068321228027,1.0,False,False,0.8620128631591797
google/gemma-3-1b-it,The theory of relativity,0,3631,font,True,False,False,True,True,True,1.0,0.10046298801898956,0.2934875190258026,10.404312133789062,6.595688343048096,1.0,False,False,0.8327150344848633
google/gemma-3-1b-it,The theory of relativity,0,3633,aur,True,False,False,True,True,True,1.0,0.09450261294841766,0.355429470539093,5.613842010498047,11.386157989501953,1.0,False,False,1.1234724521636963
google/gemma-3-1b-it,The theory of relativity,0,3803, God,True,False,False,True,True,True,1.0,0.05773669481277466,0.18414519727230072,8.057677268981934,8.942322731018066,1.0,False,False,0.6889644861221313
google/gemma-3-1b-it,The theory of relativity,0,3834,At,True,False,False,True,True,True,1.0,0.02846667170524597,0.08272537589073181,9.121622085571289,7.878377437591553,1.0,False,False,0.8769468665122986
google/gemma-3-1b-it,The theory of relativity,0,4111,idge,True,False,False,True,True,True,1.0,0.11055950820446014,0.3873801827430725,7.026413917541504,9.973586082458496,1.0,False,False,1.2201303243637085
google/gemma-3-1b-it,The theory of relativity,0,4340,OC,True,False,False,True,True,True,1.0,0.05070118606090546,0.20390784740447998,4.276525497436523,12.723474502563477,1.0,False,False,1.00131356716156
google/gemma-3-1b-it,The theory of relativity,0,4648, tim,True,False,False,True,True,True,1.0,0.08752001821994781,0.3190001845359802,6.4429521560668945,10.557047843933105,1.0,False,False,0.9734722375869751
google/gemma-3-1b-it,The theory of relativity,0,4680, cand,True,False,False,True,True,True,1.0,0.10789516568183899,0.3940831422805786,6.532892227172852,10.467107772827148,1.0,False,False,1.0354597568511963
google/gemma-3-1b-it,The theory of relativity,0,4754,My,True,False,False,True,True,True,1.0,0.012544989585876465,0.03796814754605293,8.529930114746094,8.470069885253906,1.0,False,False,0.7148611545562744
google/gemma-3-1b-it,The theory of relativity,0,4981, status,True,False,False,True,True,True,1.0,0.04149828851222992,0.14433874189853668,6.770179748535156,10.229820251464844,1.0,False,False,0.6008462309837341
google/gemma-3-1b-it,The theory of relativity,0,5083, dro,True,False,False,True,True,True,1.0,0.09486205875873566,0.3539999723434448,5.9010515213012695,11.09894847869873,1.0,False,False,1.0057333707809448
google/gemma-3-1b-it,The theory of relativity,0,5380, va,True,False,False,True,True,True,1.0,0.08432222902774811,0.28708454966545105,6.916154861450195,10.083845138549805,1.0,False,False,0.9799929857254028
google/gemma-3-1b-it,The theory of relativity,0,5512, pun,True,False,False,True,True,True,1.0,0.06152397394180298,0.2506583631038666,4.48145866394043,12.51854133605957,1.0,False,False,0.976581871509552
google/gemma-3-1b-it,The theory of relativity,0,5628, located,True,False,False,True,True,True,1.0,0.09755174815654755,0.3138098120689392,7.876397132873535,9.123602867126465,1.0,False,False,0.727053165435791
google/gemma-3-1b-it,The theory of relativity,0,5732, nicht,True,False,False,True,True,True,1.0,0.04614412784576416,0.1490122228860855,7.0876264572143555,9.912373542785645,1.0,False,False,0.7079262733459473
google/gemma-3-1b-it,The theory of relativity,0,5912, See,True,False,False,True,True,True,1.0,0.06858816742897034,0.22991912066936493,7.003211975097656,9.996788024902344,1.0,False,False,0.6995039582252502
google/gemma-3-1b-it,The theory of relativity,0,6060, handle,True,False,False,True,True,True,1.0,0.014613255858421326,0.058362048119306564,4.000626564025879,12.999373435974121,1.0,True,False,0.6372063755989075
google/gemma-3-1b-it,The theory of relativity,0,6204,miss,True,False,False,True,True,True,1.0,0.08245976269245148,0.29357486963272095,6.7995500564575195,10.20044994354248,1.0,False,False,0.8580301403999329
google/gemma-3-1b-it,The theory of relativity,0,6254, tor,True,False,False,True,True,True,1.0,0.06444728374481201,0.2658511698246002,4.315990447998047,12.684009552001953,1.0,False,False,0.9194759726524353
google/gemma-3-1b-it,The theory of relativity,0,6478, session,True,False,False,True,True,True,1.0,0.040028542280197144,0.1294367015361786,8.1758394241333,8.8241605758667,1.0,False,False,0.6234466433525085
google/gemma-3-1b-it,The theory of relativity,0,6486, Sur,True,False,False,True,True,True,1.0,0.08075711131095886,0.24076172709465027,9.447436332702637,7.552563667297363,1.0,False,False,0.794843316078186
google/gemma-3-1b-it,The theory of relativity,0,6540, culture,True,False,False,True,True,True,1.0,0.030088648200035095,0.10813207924365997,6.002001762390137,10.997998237609863,1.0,False,False,0.5678169131278992
google/gemma-3-1b-it,The theory of relativity,0,6541, capacity,True,False,False,True,True,True,1.0,0.035159677267074585,0.1198759600520134,7.13633918762207,9.86366081237793,1.0,False,False,0.5707187056541443
google/gemma-3-1b-it,The theory of relativity,0,7568,pop,True,False,False,True,True,True,1.0,0.03654128313064575,0.12133519351482391,7.663602828979492,9.336397171020508,1.0,False,False,0.7247716784477234
google/gemma-3-1b-it,The theory of relativity,0,7652,enz,True,False,False,True,True,True,1.0,0.10138657689094543,0.36084648966789246,6.12501335144043,10.87498664855957,1.0,False,False,1.1848806142807007
