model,context,layer,target_id,target_text,rank1_target,rank1_wrong,rank1_random,top3,top5,top10,rank,margin,rel_margin,win_window_deg,entry_deg,no_worse_frac,voronoi_break,bias_break,nn5_angle
openai-community/gpt2,The capital of France is,0,60,],True,False,False,True,True,True,1.0,0.5006420612335205,0.21533611416816711,32.51964569091797,12.480354309082031,1.0,True,False,0.7668952941894531
openai-community/gpt2,The capital of France is,0,74,k,True,False,False,True,True,True,1.0,0.8355730772018433,0.34708350896835327,35.20668411254883,9.793316841125488,1.0,True,False,0.9606329798698425
openai-community/gpt2,The capital of France is,0,80,q,True,False,False,True,True,True,1.0,0.6371506452560425,0.2644161283969879,32.530662536621094,12.46933650970459,1.0,True,False,0.9127616286277771
openai-community/gpt2,The capital of France is,0,81,r,True,False,False,True,True,True,1.0,1.0318024158477783,0.42142802476882935,35.48060607910156,9.519392013549805,1.0,True,False,1.0150047540664673
openai-community/gpt2,The capital of France is,0,264, s,True,False,False,True,True,True,1.0,0.6742531061172485,0.32931119203567505,31.516311645507812,13.483688354492188,1.0,False,False,0.9757677316665649
openai-community/gpt2,The capital of France is,0,268,en,True,False,False,True,True,True,1.0,1.0669400691986084,0.44348403811454773,32.88090133666992,12.119098663330078,1.0,True,False,1.0493488311767578
openai-community/gpt2,The capital of France is,0,270,it,True,False,False,True,True,True,1.0,0.7994827032089233,0.3318899869918823,33.702735900878906,11.297262191772461,1.0,True,False,0.9743526577949524
openai-community/gpt2,The capital of France is,0,324,ad,True,False,False,True,True,True,1.0,0.8391656875610352,0.3456076383590698,32.756202697753906,12.243797302246094,1.0,True,False,0.9878851175308228
openai-community/gpt2,The capital of France is,0,351, with,True,False,False,True,True,True,1.0,0.4274100065231323,0.22347450256347656,26.381887435913086,18.618112564086914,1.0,False,False,0.8268839120864868
openai-community/gpt2,The capital of France is,0,358,nd,True,False,False,True,True,True,1.0,1.1333571672439575,0.43955564498901367,33.515602111816406,11.484395980834961,1.0,True,False,1.03450608253479
